[0.000000] (-) TimerEvent: {}
[0.000371] (fireye_world) JobQueued: {'identifier': 'fireye_world', 'dependencies': OrderedDict()}
[0.085187] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//launch/spawn_turtlebot3.launch.py\xef\x80\xbaZone.Identifier\n'}
[0.085263] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models\n'}
[0.085336] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe\n'}
[0.085414] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/meshes\n'}
[0.085530] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/meshes/cafe.dae\n'}
[0.085738] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/model.sdf\n'}
[0.085948] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials\n'}
[0.086067] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures\n'}
[0.086150] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_25.jpg\n'}
[0.086232] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_28.jpg\n'}
[0.086308] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_23.jpg\n'}
[0.086389] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_10.jpg\n'}
[0.086473] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_31.jpg\n'}
[0.086727] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_26.jpg\n'}
[0.086811] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_2.jpg\n'}
[0.086890] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_34.jpg\n'}
[0.087168] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_37.jpg\n'}
[0.087306] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_35.jpg\n'}
[0.087387] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_30.jpg\n'}
[0.087455] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_21.jpg\n'}
[0.087506] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_22.jpg\n'}
[0.087556] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_24.jpg\n'}
[0.087608] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/materials/textures/__auto_29.jpg\n'}
[0.087660] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/cafe/model.config\n'}
[0.087711] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/small_house\n'}
[0.087761] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/small_house/model.sdf\n'}
[0.087813] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/small_house/model.config\n'}
[0.087864] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common\n'}
[0.087920] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/model.config\xef\x80\xbaZone.Identifier\n'}
[0.087974] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes\n'}
[0.088024] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/r200.dae\n'}
[0.088074] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/wheels\n'}
[0.088125] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/wheels/right_tire.stl\n'}
[0.088177] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/wheels/right_tire.stl\xef\x80\xbaZone.Identifier\n'}
[0.088229] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/wheels/left_tire.stl\n'}
[0.088320] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/wheels/left_tire.stl\xef\x80\xbaZone.Identifier\n'}
[0.088376] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors\n'}
[0.088432] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/r200.dae\n'}
[0.088485] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/astra.dae\n'}
[0.088536] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/lds.stl\n'}
[0.088585] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/astra.jpg\n'}
[0.088721] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/astra.jpg\xef\x80\xbaZone.Identifier\n'}
[0.088776] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/r200.dae\xef\x80\xbaZone.Identifier\n'}
[0.088830] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/r200.jpg\xef\x80\xbaZone.Identifier\n'}
[0.088883] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/r200.jpg\n'}
[0.088934] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/astra.dae\xef\x80\xbaZone.Identifier\n'}
[0.088985] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/sensors/lds.stl\xef\x80\xbaZone.Identifier\n'}
[0.089036] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/waffle_base.dae\xef\x80\xbaZone.Identifier\n'}
[0.089087] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/burger_base.dae\xef\x80\xbaZone.Identifier\n'}
[0.089136] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/burger_base.dae\n'}
[0.089189] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/r200.dae\xef\x80\xbaZone.Identifier\n'}
[0.089242] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/tire.dae\xef\x80\xbaZone.Identifier\n'}
[0.089321] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases\n'}
[0.089375] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/waffle_pi_base.stl\xef\x80\xbaZone.Identifier\n'}
[0.089433] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/waffle_base.stl\xef\x80\xbaZone.Identifier\n'}
[0.089487] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/waffle_base.stl\n'}
[0.089540] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/waffle_pi_base.stl\n'}
[0.089580] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/burger_base.stl\n'}
[0.089615] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/bases/burger_base.stl\xef\x80\xbaZone.Identifier\n'}
[0.089649] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/waffle_base.dae\n'}
[0.089685] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/lds.dae\n'}
[0.089719] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/lds.dae\xef\x80\xbaZone.Identifier\n'}
[0.089754] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/waffle_pi_base.dae\n'}
[0.089975] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/waffle_pi_base.dae\xef\x80\xbaZone.Identifier\n'}
[0.090013] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/meshes/tire.dae\n'}
[0.090048] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_common/model.config\n'}
[0.090084] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger\n'}
[0.090119] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model.config\xef\x80\xbaZone.Identifier\n'}
[0.090154] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model.sdf\xef\x80\xbaZone.Identifier\n'}
[0.090206] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model.sdf\n'}
[0.090242] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model-1_4.sdf\n'}
[0.090277] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model.config\n'}
[0.090343] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger/model-1_4.sdf\xef\x80\xbaZone.Identifier\n'}
[0.090381] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam\n'}
[0.090418] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model.config\xef\x80\xbaZone.Identifier\n'}
[0.090453] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model.sdf\xef\x80\xbaZone.Identifier\n'}
[0.090487] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model.sdf\n'}
[0.090523] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model-1_4.sdf\n'}
[0.090557] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model.config\n'}
[0.090592] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//models/turtlebot3_burger_cam/model-1_4.sdf\xef\x80\xbaZone.Identifier\n'}
[0.090626] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//params\n'}
[0.090660] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//params/turtlebot3_burger_bridge.yaml\xef\x80\xbaZone.Identifier\n'}
[0.090695] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//params/turtlebot3_burger_bridge.yaml\n'}
[0.090728] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//params/turtlebot3_burger_cam_bridge.yaml\xef\x80\xbaZone.Identifier\n'}
[0.090762] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//params/turtlebot3_burger_cam_bridge.yaml\n'}
[0.090796] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//rviz\n'}
[0.090830] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//rviz/turtlebot3_burger.urdf\n'}
[0.090864] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//rviz/turtlebot3_burger.urdf\xef\x80\xbaZone.Identifier\n'}
[0.091067] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf\n'}
[0.091105] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/turtlebot3_burger_cam.urdf\n'}
[0.091140] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/common_properties.urdf\xef\x80\xbaZone.Identifier\n'}
[0.091176] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/common_properties.urdf\n'}
[0.091211] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/turtlebot3_burger_cam.urdf\xef\x80\xbaZone.Identifier\n'}
[0.091246] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/turtlebot3_burger.urdf\n'}
[0.091281] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//urdf/turtlebot3_burger.urdf\xef\x80\xbaZone.Identifier\n'}
[0.091334] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//worlds\n'}
[0.091369] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//worlds/my_world.world\n'}
[0.091407] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//worlds/turtlebot3_world.world\xef\x80\xbaZone.Identifier\n'}
[0.091443] (fireye_world) StdoutLine: {'line': b'-- Installing: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/fireye_world//worlds/harmonic.sdf\n'}
[0.091479] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include/\n'}
[0.091514] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacle2.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091548] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//turtlebot3_drive.hpp\n'}
[0.091583] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacles.hpp\n'}
[0.091617] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//traffic_bar_plugin.hpp\n'}
[0.091651] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//traffic_bar_plugin.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091686] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//turtlebot3_drive.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091720] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//fireye_world\n'}
[0.091770] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacles.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091806] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//traffic_light_plugin.hpp\n'}
[0.091840] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacle2.hpp\n'}
[0.091873] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacle1.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091909] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//obstacle1.hpp\n'}
[0.091942] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/include//traffic_light_plugin.hpp\xef\x80\xbaZone.Identifier\n'}
[0.091976] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/ament_index/resource_index/package_run_dependencies/fireye_world\n'}
[0.092011] (fireye_world) StdoutLine: {'line': b'-- Up-to-date: /home/grey/Documentos/GitHub/Proyecto-Robotica-Fireye/fireye/ros2_ws/install/fireye_world/share/ament_index/resource_index/parent_prefix_path/fireye_world\n'}
